Tiempo	Número de bacterias
0	10
0.01	10.039
0.02	10.078148184789999
0.03	10.117445086820814
0.04	10.156891240217249
0.05	10.196487180781462
0.060000000000000005	10.236233445996309
0.07	10.276130575028684
0.08	10.316179108732848
0.09	10.356379589653745
0.09999999999999999	10.39673256203031
0.10999999999999999	10.437238571798767
0.11999999999999998	10.477898166595915
0.12999999999999998	10.518711895762404
0.13999999999999999	10.559680310345993
0.15	10.60080396310481
0.16	10.642083408510587
0.17	10.683519202751892
0.18000000000000002	10.725111903737345
0.19000000000000003	10.766862071098817
0.20000000000000004	10.808770266194632
0.21000000000000005	10.850837052112736
0.22000000000000006	10.893062993673873
0.23000000000000007	10.935448657434726
0.24000000000000007	10.977994611691072
0.25000000000000006	11.020701426480892
0.26000000000000006	11.0635696735875
0.2700000000000001	11.106599926542627
0.2800000000000001	11.149792760629515
0.2900000000000001	11.193148752885984
0.3000000000000001	11.236668482107484
0.3100000000000001	11.280352528850146
0.3200000000000001	11.324201475433796
0.3300000000000001	11.368215905944968
0.34000000000000014	11.412396406239907
0.35000000000000014	11.456743563947535
0.36000000000000015	11.501257968472425
0.37000000000000016	11.545940210997742
0.38000000000000017	11.590790884488174
0.3900000000000002	11.635810583692846
0.4000000000000002	11.680999905148221
0.4100000000000002	11.726359447180974
0.4200000000000002	11.771889809910853
0.4300000000000002	11.81759159525353
0.4400000000000002	11.863465406923423
0.45000000000000023	11.909511850436504
0.46000000000000024	11.955731533113093
0.47000000000000025	12.002125064080627
0.48000000000000026	12.048693054276411
0.49000000000000027	12.095436116450355
0.5000000000000002	12.142354865167684
0.5100000000000002	12.189449916811638
0.5200000000000002	12.23672188958614
0.5300000000000002	12.284171403518453
0.5400000000000003	12.331799080461817
0.5500000000000003	12.379605544098055
0.5600000000000003	12.427591419940173
0.5700000000000003	12.475757335334924
0.5800000000000003	12.524103919465363
0.5900000000000003	12.572631803353369
0.6000000000000003	12.621341619862156
0.6100000000000003	12.670234003698752
0.6200000000000003	12.719309591416462
0.6300000000000003	12.768569021417305
0.6400000000000003	12.818012933954426
0.6500000000000004	12.867641971134494
0.6600000000000004	12.917456776920059
0.6700000000000004	12.967457997131902
0.6800000000000004	13.017646279451355
0.6900000000000004	13.068022273422592
0.7000000000000004	13.118586630454896
0.7100000000000004	13.169340003824908
0.7200000000000004	13.220283048678844
0.7300000000000004	13.271416422034688
0.7400000000000004	13.322740782784356
0.7500000000000004	13.37425679169584
0.7600000000000005	13.425965111415321
0.7700000000000005	13.477866406469253
0.7800000000000005	13.529961343266423
0.7900000000000005	13.582250590099987
0.8000000000000005	13.634734817149464
0.8100000000000005	13.687414696482723
0.8200000000000005	13.740290902057918
0.8300000000000005	13.793364109725418
0.8400000000000005	13.846634997229685
0.8500000000000005	13.900104244211139
0.8600000000000005	13.953772532207985
0.8700000000000006	14.007640544658011
0.8800000000000006	14.06170896690036
0.8900000000000006	14.115978486177264
0.9000000000000006	14.17044979163575
0.9100000000000006	14.22512357432932
0.9200000000000006	14.280000527219588
0.9300000000000006	14.335081345177892
0.9400000000000006	14.390366724986874
0.9500000000000006	14.445857365342025
0.9600000000000006	14.501553966853196
0.9700000000000006	14.557457232046072
0.9800000000000006	14.613567865363628
0.9900000000000007	14.669886573167526
1.0000000000000007	14.7264140637395
1.0100000000000007	14.78315104728269
1.0200000000000007	14.840098235922953
1.0300000000000007	14.897256343710128
1.0400000000000007	14.954626086619266
1.0500000000000007	15.012208182551836
1.0600000000000007	15.070003351336881
1.0700000000000007	15.128012314732135
1.0800000000000007	15.186235796425118
1.0900000000000007	15.244674522034172
1.1000000000000008	15.30332921910948
1.1100000000000008	15.362200617134034
1.1200000000000008	15.42128944752456
1.1300000000000008	15.480596443632415
1.1400000000000008	15.540122340744439
1.1500000000000008	15.599867876083763
1.1600000000000008	15.659833788810586
1.1700000000000008	15.720020820022896
1.1800000000000008	15.780429712757167
1.1900000000000008	15.841061211989002
1.2000000000000008	15.901916064633738
1.2100000000000009	15.962995019547007
1.2200000000000009	16.024298827525254
1.2300000000000009	16.085828241306217
1.2400000000000009	16.147584015569354
1.2500000000000009	16.20956690693623
1.260000000000001	16.27177767397087
1.270000000000001	16.334217077180043
1.280000000000001	16.396885879013517
1.290000000000001	16.459784843864277
1.300000000000001	16.52291473806867
1.310000000000001	16.586276329906532
1.320000000000001	16.649870389601237
1.330000000000001	16.713697689319737
1.340000000000001	16.777759003172516
1.350000000000001	16.842055107213522
1.360000000000001	16.906586779440033
1.370000000000001	16.971354799792486
1.380000000000001	17.036359950154253
1.390000000000001	17.101603014351358
1.400000000000001	17.16708477815216
1.410000000000001	17.232806029266964
1.420000000000001	17.29876755734761
1.430000000000001	17.36497015398697
1.440000000000001	17.43141461271843
1.450000000000001	17.4981017290153
1.460000000000001	17.56503230029017
1.470000000000001	17.63220712589423
1.480000000000001	17.6996270071165
1.490000000000001	17.767292747183056
1.500000000000001	17.835205151256147
1.5100000000000011	17.9033650264333
1.5200000000000011	17.971773181746336
1.5300000000000011	18.04043042816036
1.5400000000000011	18.109337578572667
1.5500000000000012	18.17849544781161
1.5600000000000012	18.247904852635394
1.5700000000000012	18.317566611730825
1.5800000000000012	18.387481545711996
1.5900000000000012	18.457650477118904
1.6000000000000012	18.528074230416024
1.6100000000000012	18.59875363199081
1.6200000000000012	18.66968951015214
1.6300000000000012	18.740882695128693
1.6400000000000012	18.812334019067283
1.6500000000000012	18.8840443160311
1.6600000000000013	18.956014421997928
1.6700000000000013	19.02824517485825
1.6800000000000013	19.100737414413338
1.6900000000000013	19.173491982373246
